,word,proposed_splitting,count_pre,count_post
811,wrongpriorities,"['wrong', 'priorities']",1,
812,chesterfield,,5,
813,environmentalhealth,"['environmental', 'health']",3,
814,lowcarboneconomy,"['low', 'carbon', 'economy']",2,
815,actionclimate,"['action', 'climate']",1,
816,cambridge,,1,1.0
817,saverivers,"['save', 'rivers']",1,
818,renewables4climate,,1,4.0
819,climatechangestrike,"['climate', 'change', 'strike']",6,
820,obesepeople,"['obese', 'people']",1,
821,religion,,1,
822,stream,,1,
823,ford,,1,
824,video,,1,1.0
825,confmtl,,1,
826,humansofxr,"['humans', 'of', 'x', 'r']",2,
827,whitesupremacy,"['white', 'supremacy']",6,
828,polar2018,"['polar', '2018']",2,
829,rain,,4,
830,avpn2019,,1,
831,gtto,"['gt', 'to']",2,
832,climatechangeart,"['climate', 'change', 'art']",1,
833,heatwaveuk,,5,
834,childmarriage,"['child', 'marriage']",1,
835,savewatersavelife,"['save', 'water', 'save', 'life']",1,
836,ar,,1,
837,bbcqt,,5,
838,evangelicals,,1,
839,urbanforestry,"['urban', 'forestry']",1,
840,peacefulprotests,"['peaceful', 'protests']",1,
841,markgreen,"['mark', 'green']",1,
842,harris,,1,
843,diversityandinclusion,"['diversity', 'and', 'inclusion']",1,
844,threat,,1,
845,tshirt,"['t', 'shirt']",1,
846,urbanresilience,"['urban', 'resilience']",1,
847,ecology,,11,7.0
848,h2s,"['h', '2', 's']",1,
849,hillaryclinton,,2,
850,epdpunjab,,1,
851,climateliability,"['climate', 'liability']",1,
852,lakes,,1,
853,donate,,1,1.0
854,refuse,,1,
855,bipartisanclimate,"['bipartisan', 'climate']",1,
856,monsanto,,1,
857,pyrocene,,1,1.0
858,climatevoter,"['climate', 'voter']",1,
859,ancient,,1,
860,kadvihawa,,1,
861,earthhourug19,,1,
862,boycottalbertaoil,,1,
863,liberalhypocrisy,"['liberal', 'hypocrisy']",1,
864,energysecurity,"['energy', 'security']",1,
865,solarpanels,"['solar', 'panels']",5,1.0
866,bclp,,4,
867,tangprize,"['tang', 'prize']",1,
868,electricbuses,"['electric', 'buses']",1,
869,homeless,,4,
870,zimbabue,,1,
871,uncertainlemmings,"['uncertain', 'lemmings']",1,
872,succulents,,1,
873,nextgenundp,,1,
874,nog18,,1,
875,korvaamaton,,5,
876,standfortrees,"['stand', 'for', 'trees']",2,
877,redtsunami,"['red', 'tsunami']",1,
878,oatly,,2,
879,theswitch,"['the', 'switch']",2,2.0
880,climatesmart,"['climate', 'smart']",1,1.0
881,koala,,4,
882,fiction,,2,1.0
883,stopprop70,"['stop', 'prop', '70']",1,
884,democracy,,9,8.0
885,springs,,1,
886,emobility,"['e', 'mobility']",1,1.0
887,socialmediameow,"['social', 'media', 'meow']",1,
888,catsoftwitter,"['cats', 'of', 'twitter']",1,
889,buildbridgesnotwalls,"['build', 'bridges', 'not', 'walls']",1,
890,batterystorage,"['battery', 'storage']",3,
891,utilities,,2,
892,iapol,"['i', 'a', 'pol']",1,
893,ryde,,2,
894,manifesto,,1,
895,extremeweatherevents,"['extreme', 'weather', 'events']",2,
896,artistresidency,"['artist', 'residency']",1,
897,deadline2030,"['deadline', '2030']",1,
898,planners,,1,
899,protectthebirds,"['protect', 'the', 'birds']",1,
900,womeninpolitics,"['women', 'in', 'politics']",1,
901,womeninstemm,"['women', 'in', 'stem', 'm']",2,
902,duststorm,"['dust', 'storm']",1,2.0
903,wisewednesday,,1,
904,build4resilience,"['build', '4', 'resilience']",1,
905,goodgrowthplan,"['good', 'growth', 'plan']",1,
906,parliamentarydebate,"['parliamentary', 'debate']",4,
907,euforest,,3,
908,cattail,,1,
909,thecoaltruth,"['the', 'coal', 'truth']",1,
910,endfracking,"['end', 'f', 'racking']",1,
911,cdnsci,,3,
912,smokeandfumes,"['smoke', 'and', 'fumes']",1,
913,neg,,4,
914,flowers,,2,
915,kag2018,,1,
916,nt2t,,1,
917,gettinghotter,"['getting', 'hotter']",1,
918,connectivity,,1,
919,feedthefuture,"['feed', 'the', 'future']",1,
920,distorted,,2,
921,deletefacebook,,1,
922,finance,,2,1.0
923,grøntvalg,,1,
924,youthconveningmn,,1,
925,spc,,1,
926,federalelection,"['federal', 'election']",6,
927,biodiversityday,"['biodiversity', 'day']",1,
928,dontkillmybuzz,,1,
929,technocentrism,"['techno', 'cent', 'r', 'is', 'm']",1,
930,tea,,1,
931,paristopittsburgh,,1,
932,austrian,,1,
933,berlin,,3,
934,sydneyharbour,,1,
935,wha72,,2,
936,canpoli,,2,
937,mwcs18,,2,
938,interkoreansummit,,5,
939,naturewriting,"['nature', 'writing']",1,
940,whatarewedoing,"['what', 'are', 'we', 'doing']",1,
941,happyeaster,,2,
942,iccdiafrica,,1,
943,theparisclimateagreement,,1,
944,cbrlightrail,,1,
945,aevs,,1,
946,agroforestry,,1,2.0
947,climatecafe,"['climate', 'cafe']",1,
948,resilience,,23,11.0
949,禅学,,3,
950,lifeproject,"['life', 'project']",3,
951,caclimate,"['ca', 'climate']",1,
952,gcfund,,2,
953,soilnotdirt,"['soil', 'not', 'dirt']",1,
954,oatdrink,"['oat', 'drink']",2,
955,climatejamboree,"['climate', 'jamboree']",1,
956,ukpolitics,,7,
957,socialisolation,"['social', 'isolation']",1,
958,seals,,2,
959,sos,,1,
960,immigrationjusticeisclimatejustice,"['immigration', 'justice', 'is', 'climate', 'justice']",1,
961,ch4,"['ch', '4']",1,
962,lakemead,"['lake', 'mead']",1,
963,entrepreneurs,,1,1.0
964,old,,2,1.0
965,napexpo,"['nap', 'expo']",3,
966,oecdsids,,1,
967,urbanization,,4,2.0
968,heavymetalparticulates,"['heavy', 'metal', 'particulates']",1,
969,waronscience,"['war', 'on', 'science']",1,
970,steam,,2,1.0
971,journalists,,1,
972,bathwritersandartists,"['bath', 'writers', 'and', 'artists']",1,
973,stillwithher,"['still', 'with', 'her']",1,
974,jayinslee2020,,1,
975,interactive,,1,
976,impactcareer,"['impact', 'career']",1,
977,america,,4,
978,thetimeisnow,"['the', 'time', 'is', 'now']",7,
979,localnews,"['local', 'news']",1,
980,marei,"['mare', 'i']",1,
981,womeninbiz,"['women', 'in', 'biz']",1,
982,futuresavers,"['future', 'savers']",1,
983,style,,1,
984,bostoncivicmedia,,3,
985,climatecycles,"['climate', 'cycles']",1,
986,smallchildbigvoice,"['small', 'child', 'big', 'voice']",1,
987,industrialstrategy,"['industrial', 'strategy']",1,
988,londonblogger,,1,
989,exhibition,,5,
990,animlas,,1,
991,wegiveahoot,"['we', 'give', 'a', 'hoot']",2,
992,theunitednations,"['the', 'united', 'nations']",1,
993,poetrydaily,"['poetry', 'daily']",1,
994,unleashopportunity,"['unleash', 'opportunity']",1,
995,greenwave,"['green', 'wave']",1,
996,humanitariancrisis,"['humanitarian', 'crisis']",1,
997,micamade,"['mica', 'made']",1,
998,protectedareas,"['protected', 'areas']",1,
999,2,,1,2.0
1000,pakistanleadswithpeace,,1,
1001,modelling,,3,
1002,writers,,2,
1003,romania,,2,6.0
1004,paleoclimate,,1,
1005,climatechange,"['climate', 'change']",5035,5030.0
1006,iran,,6,3.0
1007,seas,,1,
1008,invest,,1,
1009,sanctions,,1,1.0
1010,stupid,,1,
1011,flopark,,1,
1012,tuesdaymotivation,,5,
1013,liberallaunch,"['liberal', 'launch']",1,
1014,ndismakeitwork,,1,
1015,youngleaders,"['young', 'leaders']",1,
1016,mediterranean,,2,
1017,2050isnow,"['2050', 'is', 'now']",1,
1018,polluterpays,"['polluter', 'pays']",1,
1019,1u,"['1', 'u']",1,
1020,corruption,,7,
1021,savemotherearth,"['save', 'mother', 'earth']",1,
1022,asean,,3,
1023,colorado,,2,1.0
1024,carbonfree,"['carbon', 'free']",1,3.0
1025,danger,,1,
1026,technologynews,"['technology', 'news']",2,
1027,environmentalmanifesto,"['environmental', 'manifesto']",2,
1028,vikez,,2,
1029,thoughtoftheday,"['thought', 'of', 'the', 'day']",1,
1030,pr,,1,
1031,pantonecolors,,1,
1032,gilletjaunes,,1,
1033,fusion,,3,3.0
1034,usi2018,,1,
1035,greed,,1,1.0
1036,protectepa,,1,
1037,keystonexl,,1,
1038,palmoil,"['palm', 'oil']",5,4.0
1039,plantatreenow,"['plant', 'a', 'tree', 'now']",1,
1040,meatkills,"['meat', 'kills']",1,
1041,sitec,"['site', 'c']",2,
1042,breakfreefromplastic,"['break', 'free', 'from', 'plastic']",4,2.0
1043,economicequality,"['economic', 'equality']",1,
1044,everyvotematters,"['every', 'vote', 'matters']",1,
1045,megasense,"['mega', 'sense']",2,
1046,frog,,1,
1047,europeanunion,,1,
1048,greennewshoes,"['green', 'new', 'shoes']",2,
1049,arrogant,,1,
1050,climatejustice,"['climate', 'justice']",28,23.0
1051,ukheatwave,,2,
1052,hope7cc,"['hope', '7', 'cc']",1,
1053,geographyteacher,"['geography', 'teacher']",1,1.0
1054,freedom,,1,
1055,dyk,,4,10.0
1056,efiplantam19,,1,
1057,lateline,"['late', 'line']",1,
1058,seforallforum,,1,
1059,greenlifestyle,"['green', 'lifestyle']",1,
1060,esg,"['es', 'g']",10,9.0
1061,conservatives,,2,1.0
1062,ausag,,1,
1063,worldwaterweek,"['world', 'water', 'week']",1,
1064,labor,,1,4.0
1065,foreignpolicy,"['foreign', 'policy']",1,
1066,replanting,,2,
1067,sealevelrise,"['sea', 'level', 'rise']",32,10.0
1068,system,,1,
1069,disasterrecovery,"['disaster', 'recovery']",1,
1070,pas2018,"['pas', '2018']",1,
1071,endsealhunt,"['end', 'seal', 'hunt']",1,
1072,realfood,"['real', 'food']",2,
1073,25may2019,"['25', 'may', '2019']",1,
1074,portugal,,2,
1075,lng,,1,3.0
1076,millenials,,1,1.0
1077,longreads,"['long', 'reads']",2,
1078,abcnews,,5,
1079,wind,,13,15.0
1080,nocoal,"['no', 'coal']",1,
1081,provide,,1,
1082,rooftopsolar,"['rooftop', 'solar']",3,
1083,justice,,3,2.0
1084,nursesareamazing,"['nurses', 'are', 'amazing']",1,
1085,hp,,1,
1086,journey2018,"['journey', '2018']",4,
1087,fashionrevolution,"['fashion', 'revolution']",1,
1088,grnbz,,2,
1089,turacofarm,,1,
1090,qanda,,27,10.0
1091,eco,,14,8.0
1092,tehsil,,1,
1093,facts,,2,3.0
1094,indi,,1,
1095,closed,,1,
1096,moneylaundering,"['money', 'laundering']",1,
1097,planttrees,"['plant', 'trees']",2,1.0
1098,cybersecurity,,1,1.0
1099,arcticmelting,"['arctic', 'melting']",1,
1100,aviva,,1,
1101,montreal,,8,
1102,culturalhistory,"['cultural', 'history']",1,
1103,notapowercut,"['not', 'a', 'power', 'cut']",1,
1104,aacc,,4,
1105,preventive,,1,
1106,climatedamagestax,"['climate', 'damages', 'tax']",1,
1107,mondaymotivaton,,1,
1108,singlepayer,"['single', 'payer']",1,
1109,racialequality,"['racial', 'equality']",1,
1110,freetrade,"['free', 'trade']",2,
1111,guatemala,,1,
1112,nowreading,"['now', 'reading']",4,3.0
1113,oxfordamendment,"['oxford', 'amendment']",1,
1114,inspired,,1,
1115,harvest,,2,
1116,activetrans,"['active', 'trans']",1,
1117,summit,,1,
1118,goals,,1,
1119,everybreathmatters,"['every', 'breath', 'matters']",1,
1120,doc,,1,
1121,helsinki,,2,
1122,coopsw,"['coops', 'w']",1,
1123,notredame,,8,
1124,satellite,,4,
1125,ecodivanomi,,1,
1126,tenbuckturnbull,,4,
1127,winning,,1,
1128,stepup2018,"['step', 'up', '2018']",15,
1129,bcgreens,,4,
1130,tesla,,6,3.0
1131,laugh,,1,
1132,windturbines,"['wind', 'turbines']",1,3.0
1133,h2ocontext,"['h', '2', 'o', 'context']",1,
1134,fff,,24,
1135,riseup,"['rise', 'up']",1,
1136,idonotconsent,,8,
1137,uniteblue,"['unite', 'blue']",1,5.0
1138,building,,3,
1139,minnesota,,1,
1140,accelerateclimateaction,"['accelerate', 'climate', 'action']",1,
1141,ipccinedinburgh,,2,
1142,climatepledge,"['climate', 'pledge']",1,
1143,bahamas,,1,
1144,climateinjustice,"['climate', 'injustice']",1,
1145,ibm,,1,
1146,edtechchat,"['ed', 'tech', 'chat']",1,
1147,ecowarrior,,8,2.0
1148,mississaugalakeshore,,1,
1149,depression,,4,
1150,globalsolutions,"['global', 'solutions']",3,
1151,srilanka,,1,
1152,climatewednesday,,11,
1153,yeson68,"['yes', 'on', '68']",1,
1154,meatfree,"['meat', 'free']",3,
1155,climateemergencynow,"['climate', 'emergency', 'now']",1,
1156,collision2019,"['collision', '2019']",1,
1157,iaea,,1,1.0
1158,4wordstoryofmylife,"['4', 'word', 'story', 'of', 'my', 'life']",1,
1159,stingjet,"['sting', 'jet']",1,
1160,oprah,,1,
1161,ghggw,,1,
1162,workers,,2,
1163,russian,,1,
1164,sainsburys,,1,
1165,marionisland,,1,
1166,srm,,7,
1167,garissa,"['gar', 'is', 's', 'a']",2,
1168,czc2018,,1,
1169,csw63,,1,
1170,inclusion,,1,
1171,letstalkclimate,"['lets', 'talk', 'climate']",1,
1172,coral,,1,3.0
1173,generations,,1,
1174,article,,1,
1175,genderresponsive,"['gender', 'responsive']",1,
1176,justsaying,"['just', 'saying']",1,
1177,climatism,,9,
1178,nordiccountries,,1,
1179,voters,,2,3.0
1180,msm,"['ms', 'm']",1,2.0
1181,energyefficient,"['energy', 'efficient']",2,
1182,co2patsy,"['co', '2', 'patsy']",1,
1183,zevchallenge,,1,
1184,sorosleaks,,1,
1185,ourplanet,"['our', 'planet']",1,122.0
1186,electriccar,"['electric', 'car']",1,1.0
1187,sustainableinfrastructure,"['sustainable', 'infrastructure']",1,
1188,goprussia,,1,
1189,speakup,"['speak', 'up']",5,
1190,vocation,,1,
1191,rebelmedia,"['rebel', 'media']",1,
1192,banksiaignite,,3,
1193,cadrought,"['ca', 'drought']",1,
1194,codeblue,"['code', 'blue']",1,
1195,iasi,"['i', 'as', 'i']",2,5.0
1196,hackney,,1,
1197,capitalocene,,1,
1198,commonwealthhru,"['commonwealth', 'hr', 'u']",1,
1199,wechoosenottoplugin,"['we', 'choose', 'not', 'to', 'plugin']",1,
1200,motivation,,1,1.0
1201,machinevision,"['machine', 'vision']",1,
1202,beavoter,"['be', 'a', 'voter']",1,
1203,unemployment,,4,
1204,kaseabears,,1,
1205,indicttrump,"['indict', 'trump']",1,
1206,urbanplanning,"['urban', 'planning']",4,2.0
1207,policychange,"['policy', 'change']",1,
1208,miglobal,"['mi', 'global']",1,
1209,venezuela,,1,
1210,nathanthurm,,1,
1211,keto,,3,
1212,charlottesville,,28,
1213,property,,1,
1214,immigrantchildren,"['immigrant', 'children']",1,
1215,insanity,,4,2.0
1216,appliances,,1,
1217,trumpswamp,"['trump', 'swamp']",2,
1218,korallenriffe,,1,
1219,engage,,1,
1220,mass,,1,
1221,publicspace,"['public', 'space']",1,
1222,somaliregion,,1,
1223,exposethetruth,"['expose', 'the', 'truth']",2,
1224,sfen,"['s', 'fen']",1,
1225,energimine,"['en', 'erg', 'i', 'mine']",5,
1226,examfactoryschools,"['exam', 'factory', 'schools']",3,
1227,co2centric,,1,
1228,idb2018,"['i', 'db', '2018']",1,
1229,mariannewilliamson,,1,
1230,nvsen,,1,
1231,lowpoly,"['low', 'poly']",4,
1232,denmark,,2,
1233,coolcampuschallenge,"['cool', 'campus', 'challenge']",1,
1234,snowpack,"['snow', 'pack']",1,
1235,devnth,,1,
1236,stopclimatechange,"['stop', 'climate', 'change']",1,
1237,columbiaenergyexchange,,1,
1238,halfearth,"['half', 'earth']",1,
1239,rightnow,"['right', 'now']",1,
1240,smoked,,1,
1241,qanon,"['q', 'an', 'on']",7,5.0
1242,climatebill,"['climate', 'bill']",1,
1243,fate,,1,
1244,gringo,,5,
1245,dealmaker,"['deal', 'maker']",2,
1246,terisas,,1,
1247,risingtemperatures,"['rising', 'temperatures']",2,
1248,wentworthvotes,,3,
1249,tulsa,,1,
1250,politicslive,"['politics', 'live']",1,
1251,seaturtles,"['sea', 'turtles']",1,
1252,care2,"['care', '2']",1,
1253,goielts,,2,
1254,hinews,"['hi', 'news']",1,
1255,tuneinradioapp,"['tune', 'in', 'radio', 'app']",2,
1256,sudhanshuswaroopqc,,1,
1257,ww3,,1,
1258,anzahpe18,,1,
1259,louisiana,,4,
1260,cdnecon,,1,
1261,facility,,1,
1262,ada,,2,
1263,idl2019,,1,
1264,architecture,,7,8.0
1265,globaleu,,1,
1266,trucon18,,1,
1267,future,,19,16.0
1268,sdg11,,3,
1269,asthma,,4,2.0
1270,may1st,"['may', '1', 'st']",1,
1271,guyana,,1,
1272,loveisland,"['love', 'island']",2,
1273,beaches,,1,
1274,betterspaces,"['better', 'spaces']",1,
1275,waterfromair,"['water', 'from', 'air']",1,
1276,arcticcouncil,"['arctic', 'council']",2,
1277,brewurbancafe,"['brew', 'urban', 'cafe']",1,
1278,dnp,,1,
1279,sdg6,,1,
1280,foodproduction,"['food', 'production']",3,
1281,satchat,,1,
1282,sustainablefuture,"['sustainable', 'future']",1,
1283,indian,,1,
1284,energypolicy,"['energy', 'policy']",1,
1285,gasemissions,"['gas', 'emissions']",1,
1286,repost,"['re', 'post']",4,
1287,coalplatform,"['coal', 'platform']",1,
1288,schoolstrike,"['school', 'strike']",2,
1289,plastic,,14,11.0
1290,theatreattheedge,,1,
1291,bitethehand,"['bite', 'the', 'hand']",1,
1292,nasa,,7,3.0
1293,nhrenewablesnow,,1,
1294,youth4climate,"['youth', '4', 'climate']",2,
1295,thailand,,2,
1296,cryptomining,,1,
1297,architects,,1,1.0
1298,stopkm,"['stop', 'km']",19,
1299,coalition,,1,
1300,oklahoma,,1,
1301,droughts,,6,5.0
1302,smallholder,"['small', 'holder']",1,
1303,elizabethwarren,,5,
1304,riskreduction,"['risk', 'reduction']",1,
1305,healthy,,2,
1306,all,,2,
1307,poonamphirse,,1,
1308,climatelaunchpad,"['climate', 'launchpad']",2,
1309,sport,,1,
1310,climate4all,"['climate', '4', 'all']",3,
1311,audaciousproject,"['audacious', 'project']",1,
1312,fitcouple,"['fit', 'couple']",1,
1313,impinv,"['imp', 'in', 'v']",3,2.0
1314,malta,,1,
1315,foodbanks,"['food', 'banks']",3,
1316,illegal,,1,
1317,nationalclimateassessment,"['national', 'climate', 'assessment']",1,
1318,carbononeutro,,3,
1319,mn02,,1,
1320,heatingup,"['heating', 'up']",1,
1321,dash2019,"['dash', '2019']",1,
1322,marshallislands,,3,
1323,nationalemergencies,"['national', 'emergencies']",1,
1324,windpower2018,"['wind', 'power', '2018']",1,
1325,cba13,,1,
1326,peterridd,"['peter', 'rid', 'd']",1,
1327,auspol19,"['a', 'us', 'pol', '19']",1,
1328,soproud,"['so', 'proud']",1,
1329,charleseisenstein,,1,
1330,genderinndcs,,1,
1331,riverindus,,2,
1332,zerocarbonbill,"['zero', 'carbon', 'bill']",4,2.0
1333,conflict,,3,2.0
1334,birdlife,,1,
1335,sustain,,2,
1336,boycottpalmoil,"['boycott', 'palm', 'oil']",1,
1337,kids,,5,2.0
1338,conserve,,1,1.0
1339,phd,,2,2.0
1340,winter,,1,2.0
1341,refugees,,5,4.0
1342,wickedgame,"['wicked', 'game']",1,
1343,cleanairnow,"['clean', 'air', 'now']",1,1.0
1344,iapolitics,"['i', 'a', 'politics']",1,
1345,shedds,,1,
1346,cyclonefani,"['cyclone', 'fan', 'i']",1,
1347,gorgon,,1,
1348,lyme,,1,
1349,whiteprivilege,"['white', 'privilege']",1,
1350,trudeau,,4,
1351,moronic,,1,
1352,solarcycles,"['solar', 'cycles']",1,
1353,supportiaan,"['support', 'i', 'a', 'an']",1,
1354,caucasians,,1,
1355,caltgov,"['c', 'alt', 'gov']",1,
1356,bernieblackout,,1,
1357,shadesofnature,"['shades', 'of', 'nature']",1,
1358,saveourocean,"['save', 'our', 'ocean']",2,2.0
1359,beaworldleader,"['be', 'a', 'world', 'leader']",1,
1360,weathercloud,"['weather', 'cloud']",1,1.0
1361,tagus,,1,
1362,dtla,,1,
1363,tagged,,1,
1364,earthday19,"['earth', 'day', '19']",4,
1365,billgates,"['bill', 'gates']",1,
1366,waterquality,"['water', 'quality']",1,
1367,governance,,1,1.0
1368,greenhabits,"['green', 'habits']",1,
1369,nestsnotnets,"['nests', 'not', 'nets']",4,
1370,takeaction,"['take', 'action']",3,
1371,investinpeople,"['invest', 'in', 'people']",1,
1372,climat,,2,2.0
1373,anyonebutnats,,1,
1374,happymonday,,1,
1375,susty,,1,
1376,sostenibilità,,1,
1377,exxonmobil,,1,
1378,tr,,1,
1379,urbanforest,"['urban', 'forest']",1,
1380,succeed,,1,
1381,objective,,1,
1382,china,,18,12.0
1383,theboltreport,"['the', 'bolt', 'report']",15,
1384,365daychallenge,"['365', 'day', 'challenge']",2,
1385,landscapearchitects,"['landscape', 'architects']",1,
1386,hmclausekenya,,1,
1387,agenda21,"['agenda', '21']",3,4.0
1388,womenempowerment,"['women', 'empowerment']",2,1.0
1389,burlon,"['burl', 'on']",1,
1390,godjah,,1,
1391,graphicdesign,"['graphic', 'design']",1,
1392,protectouroceans,"['protect', 'our', 'oceans']",1,
1393,publicspeakingcompetition,"['public', 'speaking', 'competition']",1,
1394,planb,"['plan', 'b']",1,
1395,firepits,"['fire', 'pits']",1,
1396,scisharsci,,1,
1397,qcpoli,,2,7.0
1398,invasivealienspecies,"['invasive', 'alien', 'species']",2,
1399,glacialmelt,"['glacial', 'melt']",1,
1400,fortheanimals,"['for', 'the', 'animals']",2,
1401,theweatherchannel,"['the', 'weather', 'channel']",1,
1402,hemphistoryweek,"['hemp', 'history', 'week']",1,
1403,wirral,,1,
1404,middleeast,"['middle', 'east']",1,
1405,women,,5,10.0
1406,abruptclimatechange,"['abrupt', 'climate', 'change']",2,1.0
1407,wildfire,,10,3.0
1408,butter,,1,
1409,project,,1,
1410,penguins,,3,
1411,jobsgrowth,"['jobs', 'growth']",1,
1412,presidentialcampaign2020,"['presidential', 'campaign', '2020']",1,
1413,no2slaveryinafrica,,1,
1414,droneview,"['drone', 'view']",1,
1415,facialrecognition,"['facial', 'recognition']",1,
1416,oceanenergy,"['ocean', 'energy']",2,
1417,madhyapradesh,,1,
1418,electoralreform,"['electoral', 'reform']",1,
1419,wef,"['we', 'f']",2,
1420,ar5,,1,
1421,cropvolatility,"['crop', 'volatility']",1,
1422,catastrophe,,1,
1423,eyeonearth,"['eye', 'on', 'earth']",1,
1424,australiavoted,,1,
1425,atlanticcod,,3,
1426,tutoring,,1,
1427,waterloobridge,,1,
1428,thedamagereport,"['the', 'damage', 'report']",1,
1429,southkorea,,1,1.0
1430,electricfueledvehicle,"['electric', 'fueled', 'vehicle']",1,
1431,ten_tdays,"['ten', 't', 'days']",1,
1432,climatesilence,"['climate', 'silence']",2,
1433,rebuildthiscathedral,"['rebuild', 'this', 'cathedral']",1,
1434,ipcc30,,2,
1435,summer,,8,1.0
1436,vulnerabiity,,1,
1437,southernocean,"['southern', 'ocean']",1,
1438,sexism,,1,
1439,buttigieg,,1,
1440,unn,,1,
1441,russiagate,,1,
1442,under2coalition,"['under', '2', 'coalition']",2,
1443,communist,,1,
1444,coral18,"['coral', '18']",1,
1445,presidenttrump,"['president', 'trump']",1,14.0
1446,mayday,,1,2.0
1447,illustrator,,1,
1448,grographyteacher,,1,
1449,sierraleone,,3,
1450,climategate,"['climate', 'gate']",2,1.0
1451,publiclands,"['public', 'lands']",1,
1452,wordsoundpowerto,"['word', 'sound', 'power', 'to']",2,
1453,coalfree,"['coal', 'free']",1,
1454,capcsa,,1,
1455,abbottjunta,,1,
